[2025-10-06 06:52:48,203] INFO: Logging to data/logs/fetch_author_metrics_20251006_065248.log
[2025-10-06 06:52:49,019] WARNING: HTTP 429 from https://api.openalex.org/authors/A5032434642; retrying (attempt 1/3)
[2025-10-06 06:52:50,621] WARNING: HTTP 429 from https://api.openalex.org/authors/A5055195949; retrying (attempt 1/3)
[2025-10-06 06:52:52,219] WARNING: HTTP 429 from https://api.openalex.org/authors/A5018738783; retrying (attempt 1/3)
[2025-10-06 06:52:53,809] WARNING: HTTP 429 from https://api.openalex.org/authors/A5006697889; retrying (attempt 1/3)
[2025-10-06 06:52:55,417] WARNING: HTTP 429 from https://api.openalex.org/authors/A5034431038; retrying (attempt 1/3)
[2025-10-06 06:52:57,084] WARNING: HTTP 429 from https://api.openalex.org/authors/A5081057604; retrying (attempt 1/3)
[2025-10-06 06:52:58,681] WARNING: HTTP 429 from https://api.openalex.org/authors/A5029497455; retrying (attempt 1/3)
[2025-10-06 06:53:00,446] WARNING: HTTP 429 from https://api.openalex.org/authors/A5040737946; retrying (attempt 1/3)
[2025-10-06 06:53:02,042] WARNING: HTTP 429 from https://api.openalex.org/authors/A5047857657; retrying (attempt 1/3)
[2025-10-06 06:53:03,655] WARNING: HTTP 429 from https://api.openalex.org/authors/A5047768590; retrying (attempt 1/3)
[2025-10-06 06:53:05,325] WARNING: HTTP 429 from https://api.openalex.org/authors/A5119575881; retrying (attempt 1/3)
[2025-10-06 06:53:07,050] WARNING: HTTP 429 from https://api.openalex.org/authors/A5072648015; retrying (attempt 1/3)
[2025-10-06 06:53:08,649] WARNING: HTTP 429 from https://api.openalex.org/authors/A5010158313; retrying (attempt 1/3)
[2025-10-06 06:53:10,278] WARNING: HTTP 429 from https://api.openalex.org/authors/A5046228493; retrying (attempt 1/3)
[2025-10-06 06:53:11,983] WARNING: HTTP 429 from https://api.openalex.org/authors/A5064122145; retrying (attempt 1/3)
[2025-10-06 06:53:13,821] WARNING: HTTP 429 from https://api.openalex.org/authors/A5104729599; retrying (attempt 1/3)
[2025-10-06 06:53:15,469] WARNING: HTTP 429 from https://api.openalex.org/authors/A5111897215; retrying (attempt 1/3)
[2025-10-06 06:53:17,233] WARNING: HTTP 429 from https://api.openalex.org/authors/A5043374336; retrying (attempt 1/3)
[2025-10-06 06:53:18,957] WARNING: HTTP 429 from https://api.openalex.org/authors/A5029020099; retrying (attempt 1/3)
[2025-10-06 06:53:20,568] WARNING: HTTP 429 from https://api.openalex.org/authors/A5021790272; retrying (attempt 1/3)
[2025-10-06 06:53:22,164] WARNING: HTTP 429 from https://api.openalex.org/authors/A5043980773; retrying (attempt 1/3)
[2025-10-06 06:53:23,838] WARNING: HTTP 429 from https://api.openalex.org/authors/A5028866097; retrying (attempt 1/3)
[2025-10-06 06:53:25,435] WARNING: HTTP 429 from https://api.openalex.org/authors/A5037646295; retrying (attempt 1/3)
[2025-10-06 06:53:27,133] WARNING: HTTP 429 from https://api.openalex.org/authors/A5012730971; retrying (attempt 1/3)
[2025-10-06 06:53:28,745] WARNING: HTTP 429 from https://api.openalex.org/authors/A5057442349; retrying (attempt 1/3)
[2025-10-06 06:53:30,382] WARNING: HTTP 429 from https://api.openalex.org/authors/A5013102238; retrying (attempt 1/3)
[2025-10-06 06:53:31,983] WARNING: HTTP 429 from https://api.openalex.org/authors/A5074856449; retrying (attempt 1/3)
[2025-10-06 06:53:33,602] WARNING: HTTP 429 from https://api.openalex.org/authors/A5009578582; retrying (attempt 1/3)
[2025-10-06 06:53:35,212] WARNING: HTTP 429 from https://api.openalex.org/authors/A5014286682; retrying (attempt 1/3)
[2025-10-06 06:53:36,828] WARNING: HTTP 429 from https://api.openalex.org/authors/A5003089352; retrying (attempt 1/3)
[2025-10-06 06:53:38,533] WARNING: HTTP 429 from https://api.openalex.org/authors/A5110918587; retrying (attempt 1/3)
[2025-10-06 06:53:40,132] WARNING: HTTP 429 from https://api.openalex.org/authors/A5029643902; retrying (attempt 1/3)
